Expected Realization date,Pre Approval Sent Date,Feb Monthly Forecast,May Monthly Forecast,Mar Monthly Forecast,SAP Approval Status,Approval Date,Post Approver (SAP Approver),Invoice Delta,Customer Name,Remarks,Prepared By,Aug Monthly Forecast,Project Status,Column1,Late Payments,Invoice Status,Apr Monthly Forecast,Financial Year,PO Balance Amount,QB Realization Date,Nudging List Status (LYB),PO Amount Consumed,2025 Invoice Details,Approved Date,Formula 1,Month,Post Approval TAT,Formula,Revenue Realised,Name,Managed Services / Staff Org,Formula 2,Effort Approver,Invoiced $Amount,Pay Terms,Realised in Days,Status,Aging,Contracted Revenue (SoW),Revenue Realised Date,Pre Approval Status,Invoice No.,Approval TAT,Pre-Paid TAT,Jul Monthly Forecast,Resource Approval Status,QB Realization Status,SAP Reflection,Effort Approval Status,Jun Monthly Forecast,Submission TAT,Invoice Submission Date,PO Number,Project Master,Reflection TAT,SAP Reflection Date,Taulia - Paid Date,Resource Approver,Jan Monthly Forecast
11 Sep 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,15 Jun 2026,,,,,,05_May,,,,,,,,"$3,813.00",90,4,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-JA-26-05,,,,,Realized,,,,,12 Jun 2026,4406170795,LYB - India COE APS Category Pool,,,,,
07 Jul 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,03_Mar,,,,,,,,"$3,813.00",90,,Invoice Raised,Pending,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-JA-26-03,,,,,Pending,,,,,07 Apr 2026,4406170795,LYB - India COE APS Category Pool,,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,12_Dec,,,,,,,,"$7,800.00",90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-12,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool,,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,30 Jul 2025,,,,,,07_Jul,,,,,,,,"$7,800.00",90,3,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-07,,,,,Realised,,,,,28 Jul 2025,,LYB - India COE APS Category Pool,,,,,
04 Jun 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,03 Jun 2026,,,,,,02_Feb,,,,,,,,"$3,813.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-JA-26-02,,,,,Realized,,,,,05 Mar 2026,4406170795,LYB - India COE APS Category Pool,,,,,
29 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Oct 2025,,,,,,09_Sep,,,,,,,,"$7,800.00",90,8,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-09,,,,,Realised,,,,,29 Sep 2025,,LYB - India COE APS Category Pool,,,,,
15 May 2026,,,,,,,,,LYB,,,,,,0,Paid,,2026,,14 May 2026,,,,,,01_Jan,,,,,,,,"$3,813.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025 | APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-JA-26-01,,,,,Realised,,,,,13 Feb 2026,4406170795,LYB - India COE APS Category Pool,,,,,
15 May 2026,,,,,,,,,LYB,,,,,,0,,,2026,,27 Feb 2026,,,,,,01_Jan,,,,,,,,"$7,800.00",90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025 | APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-26-01,,,,,Realised,,,,,13 Feb 2026,4406180580,LYB - India COE APS Category Pool,,,,,
04 Jun 2026,,,,,,,,,LYB,,,,,,0,,,2026,,17 Mar 2026,,,,,,02_Feb,,,,,,,,"$7,800.00",90,13,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-26-02,,,,,Realised,,,,,05 Mar 2026,4406180580,LYB - India COE APS Category Pool,,,,,
04 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Jun 2025,,,,,,05_May,,,,,,,,"$11,700.00",90,12,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-05,,,,,Realised,,,,,05 Jun 2025,,LYB - India COE APS Category Pool,,,,,
13 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Sep 2025,,,,,,08_Aug,,,,,,,,"$7,800.00",90,4,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-08,,,,,Realised,,,,,13 Sep 2025,,LYB - India COE APS Category Pool,,,,,
02 Sep 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,05 Jun 2026,,,,,,05_May,,,,,,,,"$7,800.00",90,3,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-26-05,,,,,Realized,,,,,03 Jun 2026,4406180580,LYB - India COE APS Category Pool,,,,,
17 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,03_Mar,,,,,,,,"$11,700.00",90,85,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-03,,,,,Realised,,,,,18 Mar 2025,,LYB - India COE APS Category Pool,,,,,
29 Jul 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,04_Apr,,,,,,,,"$7,800.00",90,,Invoice Raised,Pending,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-26-04,,,,,Pending,,,,,29 Apr 2026,4406180580,LYB - India COE APS Category Pool,,,,,
29 Jul 2026,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,04_Apr,,,,,,,,"$3,813.00",90,,Invoice Raised,Pending,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-JA-26-04,,,,,Pending,,,,,29 Apr 2026,4406170795,LYB - India COE APS Category Pool,,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,11_Nov,,,,,,,,"$7,800.00",90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-11,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool,,,,,
06 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,18 Feb 2025,,,,,,01_Jan,,,,,,,,"$11,700.00",90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-01,,,,,Realised,,,,,04 Feb 2025,,LYB - India COE APS Category Pool,,,,,
22 Jul 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,04_Apr,,,,,,,,"$11,700.00",90,50,Invoice Raised,Between 46 to 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-25-04,,,,,Realised,,,,,22 Apr 2025,,LYB - India COE APS Category Pool,,,,,
07 Jul 2026,,,,,,,,,LYB,,,,,,0,,,2026,,22 Apr 2026,,,,,,03_Mar,,,,,,,,$477.00,90,16,Invoice Raised,Between 16 to 30 Days,APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-EU-26-03,,,,,Realised,,,,,07 Apr 2026,4406170794,LYB - India COE APS Category Pool,,,,,
24 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Sep 2025,,,,,,08_Aug,,,,,,,,$477.00,10,4,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-,,,,,Realised,,,,,13 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,11_Nov,,,,,,,,$477.00,90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-05,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
29 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,01 Oct 2025,,,,,,09_Sep,,,,,,,,"$6,240.00",90,3,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-09,,,,,Realised,,,,,29 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
28 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Apr 2025,,,,,,01_Jan,,,,,,,,"$6,240.00",90,49,Invoice Raised,Between 46 to 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-01,,,,,Realised,,,,,26 Feb 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
04 Feb 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Feb 2026,,,,,,10_Oct,,,,,,,,"$3,337.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-04,,,,,Realised,,,,,05 Nov 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,240.00",90,19,Invoice Raised,Between 16 to 30 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-07,,,,,Realised,,,,,28 Jul 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
04 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Jun 2025,,,,,,05_May,,,,,,,,"$6,240.00",90,5,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-05,,,,,Realised,,,,,05 Jun 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
04 Feb 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,18 Nov 2025,,,,,,10_Oct,,,,,,,,$477.00,90,14,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-04,,,,,Realised,,,,,05 Nov 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Mar 2026,,,,,,11_Nov,,,,,,,,"$3,337.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-05,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,12_Dec,,,,,,,,$477.00,90,15,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-06,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
15 May 2026,,,,,,,,,LYB,,,,,,0,,,2026,,25 Feb 2026,,,,,,01_Jan,,,,,,,,$477.00,90,13,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025 | APS Raw Materials Procurement Center of Excellence (COE) Capability,,,LYB-P-APS-EU-26-01,,,,,Realised,,,,,13 Feb 2026,4406170794,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,30 Jul 2025,,,,,,07_Jul,,,,,,,,$477.00,90,3,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-01,,,,,Realised,,,,,28 Jul 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
17 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Apr 2025,,,,,,03_Mar,,,,,,,,"$6,240.00",90,30,Invoice Raised,Between 16 to 30 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-03,,,,,Realised,,,,,18 Mar 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
10 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Apr 2025,,,,,,02_Feb,,,,,,,,"$6,240.00",90,36,Invoice Raised,Between 31 to 45 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-02,,,,,Realised,,,,,11 Mar 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
13 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Dec 2025,,,,,,08_Aug,,,,,,,,"$6,240.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-08,,,,,Realised,,,,,13 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
22 Jul 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Jun 2025,,,,,,04_Apr,,,,,,,,"$6,240.00",90,49,Invoice Raised,Between 46 to 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-04,,,,,Realised,,,,,22 Apr 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
13 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Sep 2025,,,,,,08_Aug,,,,,,,,"$3,337.00",90,3,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-02,,,,,Realised,,,,,13 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
29 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,22,,,2025,,20 Jan 2026,,,,,,09_Sep,,,,,,,,"$3,337.00",90,114,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-03,,,,,Realised,,,,,29 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
29 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Oct 2025,,,,,,09_Sep,,,,,,,,$477.00,90,8,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-EU-25-03,,,,,Realised,,,,,29 Sep 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Mar 2026,,,,,,12_Dec,,,,,,,,"$3,337.00",90,91,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-06,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Jan 2026,,,,,,12_Dec,,,,,,,,"$6,240.00",90,25,Invoice Raised,Between 16 to 30 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-12,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
06 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Jul 2025,,,,,,06_Jun,,,,,,,,"$6,240.00",90,2,Invoice Raised,Between 1 to 15 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-06,,,,,Realised,,,,,07 Jul 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,15 Sep 2025,,,,,,07_Jul,,,,,,,,"$3,337.00",90,50,Invoice Raised,Between 46 to 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-JA-25-01,,,,,Realised,,,,,28 Jul 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
20 Mar 2026,,,,,,,,,LYB,,,,Ongoing,,7,,,2025,,27 Mar 2026,,,,,,11_Nov,,,,,,,,"$6,240.00",90,99,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-11,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
04 Feb 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,21 Jan 2026,,,,,,10_Oct,,,,,,,,"$6,240.00",90,78,Invoice Raised,Above 60 Days,APS Raw Materials Procurement COE-2025,,,LYB-P-APS-M-25-10,,,,,Realised,,,,,05 Nov 2025,,LYB - India COE APS Category Pool (Mukul Khosla),,,,,
29 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Mar 2025,,,,,,03_Mar,,,,,,,,"$274,213.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-03,,,,,Realised,,,,,18 Mar 2025,,LYB - India COE Category Pool,,,,,
15 Feb 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Feb 2025,,,,,,01_Jan,,,,,,,,"$283,621.00",10,7,Invoice Raised,Between 1 to 15 Days,Procurement Operations COE-2025 | CSIT Procurement COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-01,,,,,Realised,,,,,04 Feb 2025,,LYB - India COE Category Pool,,,,,
11 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Mar 2025,,,,,,02_Feb,,,,,,,,"$274,213.00",10,11,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-02,,,,,Realised,,,,,28 Feb 2025,,LYB - India COE Category Pool,,,,,
02 Mar 2026,,,,,,,,,LYB,,,,,,0,,,2026,,19 Feb 2026,,,,,,01_Jan,,,,,,,,"$55,010.00",10,1,Invoice Raised,Between 1 to 15 Days,Procurement Operations Center Of Excellence (COE) Capability,,,LYB-P-COE-26-01,,,,,Realised,,,,,19 Feb 2026,4406173274,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
17 Nov 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,10 Nov 2025,,,,,,10_Oct,,,,,,,,"$59,800.00",10,5,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-10,,,,,Realised,,,,,06 Nov 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
05 Apr 2026,,,,,,,,,LYB,,,,,,0,,,2026,,26 Mar 2026,,,,,,02_Feb,,,,,,,,"$55,010.00",10,2,Invoice Raised,Between 1 to 15 Days,Procurement Operations Center Of Excellence (COE) Capability,,,LYB-P-COE-26-02,,,,,Realised,,,,,25 Mar 2026,4406173274,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
15 Sep 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,05 Sep 2025,,,,,,08_Aug,,,,,,,,"$70,936.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-08,,,,,Realised,,,,,04 Sep 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
13 Dec 2025,,,,,,,,,LYB,LYB-P-COE-25-11-A Realised on 3rd Feb 26,,,Ongoing,,51,,,2025,,02 Feb 2026,,,,,,11_Nov,,,,,,,,"$7,800.00",10,63,Invoice Raised,Above 60 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-11-A,,,,,Realised,,,,,02 Dec 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
03 May 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,23 Apr 2025,,,,,,04_Apr,,,,,,,,"$274,213.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-04,,,,,Realised,,,,,22 Apr 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
18 Apr 2026,,,,,,,,,LYB,,,,,,27,Paid,,2026,,15 May 2026,,,,,,03_Mar,,,,,,,,"$55,010.00",10,39,Invoice Raised,Between 31 to 45 Days,Procurement Operations Center Of Excellence (COE) Capability,,,LYB-P-COE-26-03,,,,,Realised,,,,,07 Apr 2026,4406173274,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
01 Jun 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,20 May 2025,,,,,,05_May,,,,,,,,"$268,261.00",10,0,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-05,,,,,Realised,,,,,21 May 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
11 May 2026,,,,,,,,,LYB,,,,,,0,Paid,,2026,,01 May 2026,,,,,,04_Apr,,,,,,,,"$55,010.00",10,2,Invoice Raised,Between 1 to 15 Days,Procurement Operations Center Of Excellence (COE) Capability,,,LYB-P-COE-26-04,,,,,Realised,,,,,30 Apr 2026,4406173274,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
12 Oct 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,02 Oct 2025,,,,,,09_Sep,,,,,,,,"$64,408.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-09,,,,,Realised,,,,,01 Oct 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
13 Dec 2025,,,,,,,,,LYB,LYB-P-COE-25-11-A Realised on 3rd Feb 26,,,Ongoing,,0,,,2025,,03 Dec 2025,,,,,,11_Nov,,,,,,,,"$59,800.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-11,,,,,Realised,,,,,02 Dec 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
08 Aug 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,29 Jul 2025,,,,,,07_Jul,,,,,,,,"$94,864.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-07,,,,,Realised,,,,,28 Jul 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
30 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,21,,,2025,,20 Jan 2026,,,,,,12_Dec,,,,,,,,"$56,848.00",10,33,Invoice Raised,Between 31 to 45 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-12,,,,,Realised,,,,,19 Dec 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
20 Jul 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,0,,,2025,,10 Jul 2025,,,,,,06_Jun,,,,,,,,"$203,493.00",10,2,Invoice Raised,Between 1 to 15 Days,CSIT Procurement COE-2025 | Procurement Operations COE-2025 | Raw Materials Procurement COE-2025 | Technical Materials Procurement COE-2025 | Technical Services Procurement COE-2025,,,LYB-P-COE-25-06,,,,,Realised,,,,,09 Jul 2025,,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
15 Jun 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,14 Jun 2026,,,,,,05_May,,,,,,,,"$55,010.00",10,11,Invoice Raised,Between 1 to 15 Days,Procurement Operations Center Of Excellence (COE) Capability,,,LYB-P-COE-26-05,,,,,Realized,,,,,04 Jun 2026,4406173274,LYB - India COE Category Pool | LYB- India COE Analyst Pool,,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,14 Oct 2025,,,,,,08_Aug,,,,,,,,"$12,060.00",10,9,Invoice Raised,Between 1 to 15 Days,Intelex Improvements Project – Statement of Work for 2025,,,LYB-IIP-25-02,,,,,Realised,,,,,06 Oct 2025,,LYB - Intelex Improvements Project,,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,20 Oct 2025,,,,,,09_Sep,,,,,,,,"$11,457.00",10,5,Invoice Raised,Between 1 to 15 Days,Intelex Improvements Project – Statement of Work for 2025,,,LYB-IIP-25-03,,,,,Realised,,,,,16 Oct 2025,,LYB - Intelex Improvements Project,,,,,
14 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Nov 2025,,,,,,10_Oct,,,,,,,,"$12,060.00",10,8,Invoice Raised,Between 1 to 15 Days,Intelex Improvements Project – Statement of Work for 2025,,,LYB-IIP-25-04,,,,,Realised,,,,,03 Nov 2025,,LYB - Intelex Improvements Project,,,,,
05 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,26 Nov 2025,,,,,,11_Nov,,,,,,,,"$4,523.00",10,3,Invoice Raised,Between 1 to 15 Days,Intelex Improvements Project – Statement of Work for 2025,,,LYB-IIP-25-05,,,,,Realised,,,,,24 Nov 2025,,LYB - Intelex Improvements Project,,,,,
19 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,7,,,2025,,26 Aug 2025,,,,,,07_Jul,,,,,,,,"$12,060.00",10,19,Invoice Raised,Between 16 to 30 Days,Intelex Improvements Project – Statement of Work for 2025,,,LYB-IIP-25-01,,,,,Realised,,,,,08 Aug 2025,,LYB - Intelex Improvements Project,,,,,
21 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,14 Oct 2025,,,,,,09_Sep,,,,,,,,"$10,854.00",10,5,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-09,,,,,Realised,,,,,10 Oct 2025,,LYB - JV Project,,,,,
16 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Sep 2025,,,,,,08_Aug,,,,,,,,"$11,758.50",10,4,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-08,,,,,Realised,,,,,05 Sep 2025,,LYB - JV Project,,,,,
18 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,14 Jan 2026,,,,,,12_Dec,,,,,,,,"$11,156.00",10,8,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-12,,,,,Realised,,,,,07 Jan 2026,,LYB - JV Project,,,,,
